time(s),segment,left_wheel_vel(rad/s),right_wheel_vel(rad/s),base_vx(m/s),base_omega_z(rad/s),ankle_pos(rad),ankle_pos(deg),ankle_vel(rad/s),ankle_acc(rad/s²),ankle_torque(Nm),knee_pos(rad),knee_pos(deg),knee_vel(rad/s),knee_acc(rad/s²),knee_torque(Nm),hip_pos(rad),hip_pos(deg),hip_vel(rad/s),hip_acc(rad/s²),hip_torque(Nm),waist_roll_pos(rad),waist_roll_pos(deg),waist_roll_vel(rad/s),waist_roll_acc(rad/s²),waist_roll_torque(Nm),waist_yaw_pos(rad),waist_yaw_pos(deg),waist_yaw_vel(rad/s),waist_yaw_acc(rad/s²),waist_yaw_torque(Nm)
4.0400,8,10.629055,10.629055,-0.397652,0.001041,-0.408946,-23.431,-0.143325,0.230211,0.000000,-0.877779,-50.293,-0.314478,0.365171,0.014173,-0.457722,-26.226,-0.152623,0.140316,-0.000020,-0.000031,-0.002,-0.000021,0.000026,-0.000000,-0.000001,-0.000,-0.000006,0.000163,0.000283
4.0500,8,10.629098,10.629098,-0.399059,0.001167,-0.410357,-23.512,-0.141022,0.180217,0.000000,-0.880887,-50.471,-0.310826,0.390524,0.011932,-0.459234,-26.312,-0.151220,0.127411,-0.000018,-0.000031,-0.002,-0.000021,0.000024,-0.000000,-0.000001,-0.000,-0.000005,0.000102,0.000225
4.0600,8,10.629151,10.629151,-0.400917,0.001274,-0.411749,-23.591,-0.139220,0.151045,-0.000000,-0.883957,-50.647,-0.306921,0.401641,0.009952,-0.460733,-26.398,-0.149946,0.120334,-0.000016,-0.000032,-0.002,-0.000021,0.000023,-0.000000,-0.000001,-0.000,-0.000004,0.000066,0.000168
4.0700,8,10.629215,10.629215,-0.403028,0.001365,-0.413126,-23.670,-0.137710,0.134217,-0.000000,-0.886986,-50.821,-0.302905,0.404385,0.008216,-0.462221,-26.483,-0.148743,0.116661,-0.000014,-0.000032,-0.002,-0.000021,0.000023,-0.000000,-0.000001,-0.000,-0.000003,0.000045,0.000112
4.0800,8,10.629289,10.629289,-0.405271,0.001441,-0.414490,-23.749,-0.136368,0.124679,-0.000000,-0.889974,-50.992,-0.298861,0.402250,0.006703,-0.463696,-26.568,-0.147576,0.114949,-0.000012,-0.000032,-0.002,-0.000020,0.000023,-0.000000,-0.000001,-0.000,-0.000002,0.000032,0.000057
4.0900,8,10.629374,10.629374,-0.407578,0.001505,-0.415841,-23.826,-0.135121,0.119419,-0.000000,-0.892923,-51.161,-0.294838,0.397316,0.005389,-0.465161,-26.652,-0.146427,0.114340,-0.000010,-0.000032,-0.002,-0.000020,0.000024,-0.000000,-0.000001,-0.000,-0.000002,0.000025,0.000004
4.1000,8,10.629470,10.629470,-0.409907,0.001559,-0.417180,-23.903,-0.133927,0.116646,-0.000000,-0.895831,-51.327,-0.290865,0.390819,0.004253,-0.466614,-26.735,-0.145283,0.114327,-0.000009,-0.000032,-0.002,-0.000020,0.000025,-0.000000,-0.000001,-0.000,-0.000002,0.000020,-0.000047
4.1100,8,10.629576,10.629576,-0.412235,0.001603,-0.418508,-23.979,-0.132760,0.115294,-0.000000,-0.898701,-51.492,-0.286957,0.383492,0.003276,-0.468055,-26.818,-0.144140,0.114611,-0.000008,-0.000033,-0.002,-0.000020,0.000025,-0.000000,-0.000001,-0.000,-0.000002,0.000018,-0.000094
4.1200,8,10.629693,10.629693,-0.414549,0.001638,-0.419824,-24.054,-0.131607,0.114734,-0.000000,-0.901532,-51.654,-0.283122,0.375767,0.002439,-0.469485,-26.900,-0.142994,0.115018,-0.000007,-0.000033,-0.002,-0.000020,0.000026,-0.000000,-0.000001,-0.000,-0.000001,0.000017,-0.000137
4.1300,8,10.629821,10.629821,-0.416842,0.001667,-0.421128,-24.129,-0.130460,0.114594,0.000000,-0.904326,-51.814,-0.279365,0.367897,0.001726,-0.470903,-26.981,-0.141844,0.115447,-0.000006,-0.000033,-0.002,-0.000019,0.000026,-0.000000,-0.000001,-0.000,-0.000001,0.000016,-0.000175
4.1400,8,10.629959,10.629959,-0.419111,0.001689,-0.422421,-24.203,-0.129314,0.114655,-0.000000,-0.907083,-51.972,-0.275686,0.360029,0.001122,-0.472310,-27.061,-0.140689,0.115843,-0.000005,-0.000033,-0.002,-0.000019,0.000027,-0.000000,-0.000001,-0.000,-0.000001,0.000015,-0.000207
4.1500,8,10.630108,10.630108,-0.421352,0.001706,-0.423703,-24.276,-0.128167,0.114790,0.000000,-0.909803,-52.128,-0.272085,0.352246,0.000615,-0.473706,-27.141,-0.139531,0.116173,-0.000004,-0.000033,-0.002,-0.000019,0.000027,-0.000000,-0.000001,-0.000,-0.000001,0.000015,-0.000233
4.1600,8,10.630267,10.630267,-0.423568,0.001719,-0.424973,-24.349,-0.127020,0.114928,0.000000,-0.912489,-52.282,-0.268563,0.344593,0.000192,-0.475089,-27.221,-0.138369,0.116424,-0.000004,-0.000034,-0.002,-0.000018,0.000027,-0.000000,-0.000001,-0.000,-0.000001,0.000015,-0.000252
4.1700,8,10.630437,10.630437,-0.425757,0.001727,-0.426232,-24.421,-0.125870,0.115028,0.000000,-0.915140,-52.434,-0.265117,0.337094,-0.000155,-0.476461,-27.299,-0.137205,0.116589,-0.000003,-0.000034,-0.002,-0.000018,0.000027,-0.000000,-0.000001,-0.000,-0.000001,0.000015,-0.000264
4.1800,8,10.630618,10.630618,-0.427922,0.001731,-0.427479,-24.493,-0.124720,0.115069,-0.000000,-0.917758,-52.584,-0.261746,0.329759,-0.000438,-0.477822,-27.377,-0.136039,0.116668,-0.000003,-0.000034,-0.002,-0.000018,0.000027,-0.000000,-0.000001,-0.000,-0.000001,0.000015,-0.000268
4.1900,8,10.630809,10.630809,-0.430062,0.001732,-0.428715,-24.564,-0.123569,0.115042,0.000000,-0.920342,-52.732,-0.258448,0.322591,-0.000664,-0.479170,-27.454,-0.134872,0.116663,-0.000002,-0.000034,-0.002,-0.000018,0.000027,-0.000000,-0.000001,-0.000,-0.000000,0.000016,-0.000264
4.2000,8,10.631011,10.631011,-0.432179,0.001730,-0.429939,-24.634,-0.122419,0.114943,0.000000,-0.922894,-52.878,-0.255222,0.315588,-0.000841,-0.480507,-27.531,-0.133706,0.116576,-0.000002,-0.000034,-0.002,-0.000017,0.000026,-0.000000,-0.000001,-0.000,-0.000000,0.000016,-0.000252
4.2100,8,10.631224,10.631224,-0.434274,0.001725,-0.431152,-24.703,-0.121269,0.114773,0.000000,-0.925415,-53.022,-0.252067,0.308746,-0.000977,-0.481833,-27.607,-0.132540,0.116414,-0.000001,-0.000034,-0.002,-0.000017,0.000026,-0.000000,-0.000001,-0.000,-0.000000,0.000016,-0.000231
4.2200,8,10.631447,10.631447,-0.436348,0.001718,-0.432353,-24.772,-0.120122,0.114533,0.000000,-0.927905,-53.165,-0.248979,0.302059,-0.001078,-0.483147,-27.682,-0.131376,0.116181,-0.000001,-0.000035,-0.002,-0.000017,0.000025,-0.000000,-0.000001,-0.000,0.000000,0.000016,-0.000202
4.2300,8,10.631681,10.631681,-0.438402,0.001708,-0.433543,-24.840,-0.118976,0.114229,0.000000,-0.930364,-53.306,-0.245959,0.295521,-0.001151,-0.484449,-27.757,-0.130214,0.115882,-0.000001,-0.000035,-0.002,-0.000017,0.000025,-0.000000,-0.000001,-0.000,0.000000,0.000016,-0.000164
4.2400,8,10.631925,10.631926,-0.440437,0.001695,-0.434721,-24.908,-0.117834,0.113864,0.000000,-0.932794,-53.445,-0.243003,0.289127,-0.001203,-0.485739,-27.831,-0.129055,0.115523,-0.000000,-0.000035,-0.002,-0.000016,0.000024,-0.000000,-0.000001,-0.000,0.000000,0.000016,-0.000118
4.2500,8,10.632180,10.632181,-0.442455,0.001681,-0.435888,-24.975,-0.116695,0.113444,-0.000000,-0.935196,-53.583,-0.240112,0.282868,-0.001240,-0.487018,-27.904,-0.127900,0.115108,0.000000,-0.000035,-0.002,-0.000016,0.000023,-0.000000,-0.000001,-0.000,0.000001,0.000016,-0.000064
4.2600,8,10.632446,10.632446,-0.444456,0.001664,-0.437044,-25.041,-0.115561,0.112971,-0.000000,-0.937568,-53.719,-0.237283,0.276739,-0.001269,-0.488286,-27.977,-0.126749,0.114642,0.000001,-0.000035,-0.002,-0.000016,0.000023,-0.000000,-0.000001,-0.000,0.000001,0.000016,-0.000002
4.2700,8,10.632723,10.632723,-0.446440,0.001645,-0.438188,-25.106,-0.114431,0.112452,-0.000000,-0.939914,-53.853,-0.234516,0.270733,-0.001294,-0.489542,-28.049,-0.125602,0.114131,0.000001,-0.000035,-0.002,-0.000016,0.000022,-0.000000,-0.000001,-0.000,0.000001,0.000017,0.000068
4.2800,8,10.633010,10.633010,-0.448410,0.001623,-0.439321,-25.171,-0.113307,0.111891,-0.000000,-0.942232,-53.986,-0.231809,0.264844,-0.001325,-0.490786,-28.120,-0.124461,0.113578,0.000001,-0.000036,-0.002,-0.000015,0.000021,-0.000000,-0.000001,-0.000,0.000001,0.000017,0.000144
4.2900,8,10.633307,10.633307,-0.450364,0.001600,-0.440443,-25.236,-0.112188,0.111291,-0.000000,-0.944523,-54.117,-0.229160,0.259067,-0.001365,-0.492020,-28.191,-0.123325,0.112988,0.000002,-0.000036,-0.002,-0.000015,0.000020,-0.000000,-0.000001,-0.000,0.000001,0.000017,0.000226
4.3000,8,10.633616,10.633616,-0.452305,0.001573,-0.441554,-25.299,-0.111075,0.110658,-0.000000,-0.946789,-54.247,-0.226570,0.253395,-0.001424,-0.493242,-28.261,-0.122195,0.112366,0.000002,-0.000036,-0.002,-0.000015,0.000019,-0.000000,-0.000001,-0.000,0.000001,0.000017,0.000314
4.3100,8,10.633934,10.633935,-0.454233,0.001544,-0.442653,-25.362,-0.109968,0.109993,-0.000000,-0.949029,-54.375,-0.224036,0.247824,-0.001508,-0.494452,-28.330,-0.121072,0.111715,0.000002,-0.000036,-0.002,-0.000015,0.000018,-0.000000,-0.000001,-0.000,0.000002,0.000017,0.000407
4.3200,8,10.634264,10.634264,-0.456149,0.001513,-0.443742,-25.425,-0.108868,0.109300,0.000000,-0.951245,-54.502,-0.221557,0.242348,-0.001624,-0.495652,-28.399,-0.119955,0.111038,0.000003,-0.000036,-0.002,-0.000015,0.000017,-0.000000,-0.000001,-0.000,0.000002,0.000018,0.000504
4.3300,8,10.634604,10.634604,-0.458052,0.001478,-0.444820,-25.486,-0.107775,0.108581,-0.000000,-0.953436,-54.628,-0.219134,0.236964,-0.001781,-0.496840,-28.467,-0.118844,0.110339,0.000003,-0.000036,-0.002,-0.000014,0.000015,-0.000000,-0.000001,-0.000,0.000002,0.000018,0.000605
4.3400,8,10.634955,10.634955,-0.459945,0.001440,-0.445887,-25.547,-0.106690,0.107836,0.000000,-0.955604,-54.752,-0.216764,0.231670,-0.001989,-0.498018,-28.534,-0.117741,0.109621,0.000004,-0.000036,-0.002,-0.000014,0.000014,-0.000000,-0.000001,-0.000,0.000002,0.000018,0.000708
4.3500,8,10.635316,10.635317,-0.461826,0.001398,-0.446943,-25.608,-0.105611,0.107063,0.000000,-0.957748,-54.875,-0.214448,0.226463,-0.002256,-0.499184,-28.601,-0.116645,0.108886,0.000005,-0.000037,-0.002,-0.000014,0.000013,-0.000000,-0.000001,-0.000,0.000002,0.000018,0.000812
4.3600,8,10.635689,10.635689,-0.463697,0.001352,-0.447988,-25.668,-0.104541,0.106256,-0.000000,-0.959870,-54.997,-0.212183,0.221347,-0.002594,-0.500340,-28.667,-0.115556,0.108133,0.000005,-0.000037,-0.002,-0.000014,0.000012,-0.000000,-0.000001,-0.000,0.000002,0.000018,0.000918
4.3700,8,10.636071,10.636072,-0.465559,0.001301,-0.449023,-25.727,-0.103478,0.105400,-0.000000,-0.961970,-55.117,-0.209969,0.216328,-0.003014,-0.501485,-28.733,-0.114474,0.107362,0.000006,-0.000037,-0.002,-0.000014,0.000011,-0.000000,-0.000001,-0.000,0.000003,0.000019,0.001023
4.3800,8,10.636465,10.636465,-0.467411,0.001245,-0.450047,-25.786,-0.102424,0.104471,0.000000,-0.964048,-55.236,-0.207806,0.211422,-0.003530,-0.502619,-28.798,-0.113401,0.106568,0.000007,-0.000037,-0.002,-0.000014,0.000010,-0.000000,-0.000001,-0.000,0.000003,0.000019,0.001127
4.3900,8,10.636869,10.636869,-0.469256,0.001183,-0.451061,-25.844,-0.101379,0.103423,-0.000000,-0.966105,-55.354,-0.205692,0.206659,-0.004156,-0.503742,-28.862,-0.112335,0.105738,0.000008,-0.000037,-0.002,-0.000014,0.000008,-0.000000,-0.000001,-0.000,0.000003,0.000019,0.001229
4.4000,8,10.637283,10.637284,-0.471094,0.001115,-0.452065,-25.901,-0.100345,0.102175,0.000000,-0.968141,-55.470,-0.203625,0.202093,-0.004909,-0.504855,-28.926,-0.111278,0.104853,0.000009,-0.000037,-0.002,-0.000014,0.000007,-0.000000,-0.000000,-0.000,0.000003,0.000019,0.001328
4.4100,8,10.637709,10.637709,-0.472928,0.001039,-0.453058,-25.958,-0.099323,0.100591,-0.000000,-0.970157,-55.586,-0.201604,0.197819,-0.005808,-0.505957,-28.989,-0.110229,0.103873,0.000010,-0.000037,-0.002,-0.000014,0.000006,-0.000000,-0.000000,-0.000,0.000003,0.000018,0.001424
4.4200,8,10.638145,10.638145,-0.474761,0.000954,-0.454041,-26.015,-0.098318,0.098433,-0.000000,-0.972153,-55.700,-0.199626,0.194004,-0.006874,-0.507049,-29.052,-0.109191,0.102731,0.000012,-0.000038,-0.002,-0.000014,0.000005,-0.000000,-0.000000,-0.000,0.000004,0.000017,0.001515
4.4300,8,10.638591,10.638591,-0.476598,0.000859,-0.455014,-26.070,-0.097333,0.095297,-0.000000,-0.974130,-55.814,-0.197686,0.190930,-0.008131,-0.508130,-29.114,-0.108163,0.101310,0.000014,-0.000038,-0.002,-0.000013,0.000004,-0.000000,-0.000000,-0.000,0.000004,0.000014,0.001601
4.4400,8,10.639048,10.639048,-0.478450,0.000752,-0.455978,-26.126,-0.096380,0.090496,-0.000000,-0.976088,-55.926,-0.195777,0.189084,-0.009607,-0.509202,-29.175,-0.107150,0.099409,0.000016,-0.000038,-0.002,-0.000013,0.000002,-0.000000,-0.000000,-0.000,0.000004,0.000010,0.001681
4.4500,8,10.639516,10.639516,-0.480331,0.000632,-0.456933,-26.180,-0.095475,0.082858,-0.000000,-0.978027,-56.037,-0.193886,0.189296,-0.011333,-0.510264,-29.236,-0.106156,0.096685,0.000018,-0.000038,-0.002,-0.000013,0.000001,-0.000000,-0.000000,-0.000,0.000004,0.000002,0.001755
4.4600,8,10.639995,10.639995,-0.482270,0.000497,-0.457879,-26.235,-0.094647,0.070452,0.000000,-0.979947,-56.147,-0.191993,0.193057,-0.013343,-0.511315,-29.296,-0.105189,0.092526,0.000020,-0.000038,-0.002,-0.000013,0.000004,-0.000000,-0.000000,-0.000,0.000004,-0.000011,0.001822
4.4700,8,10.640484,10.640484,-0.484312,0.000343,-0.458819,-26.288,-0.093942,0.053164,0.000000,-0.981847,-56.256,-0.190062,0.206958,-0.015676,-0.512358,-29.356,-0.104264,0.084842,0.000023,-0.000038,-0.002,-0.000013,0.000140,-0.000000,-0.000000,-0.000,0.000004,-0.000022,0.001881
4.4800,8,10.640983,10.640984,-0.486531,0.000170,-0.459753,-26.342,-0.093411,0.193713,-0.000000,-0.983727,-56.363,-0.187993,0.467500,-0.018514,-0.513392,-29.415,-0.103416,0.057101,0.000031,-0.000038,-0.002,-0.000012,0.003353,-0.000000,-0.000000,-0.000,0.000004,0.000636,0.001954
4.4900,8,10.641503,10.641504,-0.488838,-0.000033,-0.460668,-26.394,-0.091473,8.761169,-0.000000,-0.985561,-56.468,-0.183318,16.623660,-0.039422,-0.514421,-29.474,-0.102845,9.579496,0.000097,-0.000038,-0.002,0.000022,-0.002977,-0.000000,-0.000000,-0.000,0.000010,-0.000728,0.125886
4.5000,9,10.694655,10.694655,-0.482967,-0.000723,-0.460706,-26.397,-0.003862,-15.150668,0.000000,-0.985731,-56.478,-0.017081,-29.803471,0.072880,-0.514491,-29.478,-0.007050,-15.246651,-0.000176,-0.000038,-0.002,-0.000008,0.004069,-0.000000,-0.000000,-0.000,0.000003,-0.001046,-0.153823
4.5100,9,10.629004,10.629004,-0.492692,0.000489,-0.462260,-26.486,-0.155368,0.403251,-0.000000,-0.988883,-56.659,-0.315116,-0.416747,0.034638,-0.516086,-29.570,-0.159516,0.324779,-0.000049,-0.000038,-0.002,0.000032,-0.005983,-0.000000,-0.000000,-0.000,-0.000008,-0.000578,0.000753
4.5200,9,10.629003,10.629002,-0.489986,0.000778,-0.463773,-26.572,-0.151336,0.467032,0.000000,-0.992075,-56.842,-0.319283,0.199854,0.029684,-0.517649,-29.659,-0.156268,0.211123,-0.000036,-0.000038,-0.002,-0.000027,-0.000218,-0.000000,-0.000000,-0.000,-0.000013,0.000435,0.000800
4.5300,9,10.629024,10.629024,-0.489300,0.001017,-0.465240,-26.656,-0.146666,0.320976,0.000000,-0.995248,-57.024,-0.317285,0.306234,0.025524,-0.519191,-29.747,-0.154157,0.165890,-0.000032,-0.000039,-0.002,-0.000030,0.000025,-0.000000,-0.000000,-0.000,-0.000009,0.000274,0.000808
4.5400,9,10.629055,10.629055,-0.490021,0.001222,-0.466674,-26.738,-0.143456,0.232120,0.000000,-0.998390,-57.204,-0.314223,0.359968,0.021857,-0.520716,-29.835,-0.152498,0.141226,-0.000028,-0.000039,-0.002,-0.000029,0.000031,-0.000000,-0.000000,-0.000,-0.000006,0.000166,0.000807
4.5500,9,10.629098,10.629098,-0.491554,0.001396,-0.468086,-26.819,-0.141135,0.180448,-0.000000,-1.001497,-57.382,-0.310623,0.387334,0.018639,-0.522226,-29.921,-0.151086,0.127429,-0.000024,-0.000039,-0.002,-0.000029,0.000031,-0.000000,-0.000000,-0.000,-0.000005,0.000103,0.000798
4.5600,9,10.629151,10.629151,-0.493547,0.001542,-0.469479,-26.899,-0.139330,0.150672,-0.000000,-1.004564,-57.557,-0.306750,0.399374,0.015818,-0.523725,-30.007,-0.149812,0.119934,-0.000021,-0.000039,-0.002,-0.000029,0.000031,-0.000000,-0.000001,-0.000,-0.000004,0.000066,0.000782
4.5700,9,10.629215,10.629215,-0.495792,0.001666,-0.470857,-26.978,-0.137823,0.133718,0.000000,-1.007592,-57.731,-0.302756,0.402509,0.013349,-0.525211,-30.092,-0.148612,0.116076,-0.000018,-0.000040,-0.002,-0.000028,0.000032,-0.000000,-0.000001,-0.000,-0.000003,0.000044,0.000759
4.5800,9,10.629289,10.629289,-0.498169,0.001769,-0.472222,-27.056,-0.136486,0.124239,0.000000,-1.010579,-57.902,-0.298731,0.400515,0.011186,-0.526685,-30.177,-0.147451,0.114290,-0.000015,-0.000040,-0.002,-0.000028,0.000033,-0.000000,-0.000001,-0.000,-0.000003,0.000032,0.000729
4.5900,9,10.629374,10.629374,-0.500607,0.001855,-0.473575,-27.134,-0.135244,0.119092,-0.000000,-1.013526,-58.071,-0.294726,0.395614,0.009292,-0.528148,-30.261,-0.146309,0.113656,-0.000013,-0.000040,-0.002,-0.000028,0.000035,-0.000000,-0.000001,-0.000,-0.000002,0.000025,0.000693
4.6000,9,10.629470,10.629470,-0.503067,0.001926,-0.474915,-27.211,-0.134053,0.116429,0.000000,-1.016434,-58.237,-0.290769,0.389109,0.007630,-0.529600,-30.344,-0.145172,0.113638,-0.000011,-0.000040,-0.002,-0.000027,0.000036,-0.000000,-0.000001,-0.000,-0.000002,0.000021,0.000653
4.6100,9,10.629576,10.629576,-0.505524,0.001984,-0.476244,-27.287,-0.132889,0.115168,0.000000,-1.019303,-58.402,-0.286878,0.381763,0.006172,-0.531040,-30.426,-0.144036,0.113924,-0.000010,-0.000041,-0.002,-0.000027,0.000037,-0.000000,-0.000001,-0.000,-0.000002,0.000019,0.000608
4.6200,9,10.629693,10.629693,-0.507966,0.002030,-0.477561,-27.362,-0.131737,0.114674,-0.000000,-1.022133,-58.564,-0.283061,0.374020,0.004891,-0.532469,-30.508,-0.142896,0.114334,-0.000008,-0.000041,-0.002,-0.000027,0.000037,-0.000000,-0.000001,-0.000,-0.000002,0.000017,0.000559
4.6300,9,10.629821,10.629821,-0.510387,0.002068,-0.478867,-27.437,-0.130590,0.114579,-0.000000,-1.024927,-58.724,-0.279321,0.366137,0.003766,-0.533887,-30.589,-0.141753,0.114765,-0.000007,-0.000041,-0.002,-0.000026,0.000038,-0.000000,-0.000001,-0.000,-0.000001,0.000017,0.000507
4.6400,9,10.629959,10.629959,-0.512784,0.002097,-0.480162,-27.511,-0.129444,0.114669,0.000000,-1.027683,-58.882,-0.275659,0.358260,0.002777,-0.535293,-30.670,-0.140605,0.115160,-0.000006,-0.000042,-0.002,-0.000026,0.000038,-0.000000,-0.000001,-0.000,-0.000001,0.000017,0.000453
4.6500,9,10.630108,10.630108,-0.515154,0.002119,-0.481445,-27.585,-0.128298,0.114823,0.000000,-1.030404,-59.038,-0.272077,0.350473,0.001907,-0.536687,-30.750,-0.139454,0.115490,-0.000005,-0.000042,-0.002,-0.000025,0.000039,-0.000000,-0.000001,-0.000,-0.000001,0.000017,0.000399
4.6600,9,10.630267,10.630267,-0.517498,0.002136,-0.482716,-27.658,-0.127149,0.114971,0.000000,-1.033090,-59.192,-0.268572,0.342818,0.001142,-0.538070,-30.829,-0.138299,0.115739,-0.000004,-0.000042,-0.002,-0.000025,0.000039,-0.000000,-0.000001,-0.000,-0.000001,0.000017,0.000343
4.6700,9,10.630437,10.630437,-0.519817,0.002147,-0.483976,-27.730,-0.126000,0.115077,0.000000,-1.035741,-59.344,-0.265144,0.335319,0.000469,-0.539442,-30.908,-0.137142,0.115903,-0.000004,-0.000042,-0.002,-0.000025,0.000039,-0.000000,-0.000001,-0.000,-0.000001,0.000017,0.000289
4.6800,9,10.630618,10.630618,-0.522110,0.002153,-0.485225,-27.801,-0.124849,0.115121,-0.000000,-1.038359,-59.494,-0.261790,0.327984,-0.000122,-0.540802,-30.986,-0.135983,0.115980,-0.000003,-0.000043,-0.002,-0.000024,0.000038,-0.000000,-0.000001,-0.000,-0.000001,0.000017,0.000236
4.6900,9,10.630809,10.630809,-0.524380,0.002155,-0.486462,-27.872,-0.123698,0.115095,0.000000,-1.040944,-59.642,-0.258511,0.320816,-0.000641,-0.542150,-31.063,-0.134823,0.115973,-0.000002,-0.000043,-0.002,-0.000024,0.000038,-0.000000,-0.000001,-0.000,-0.000000,0.000017,0.000185
4.7000,9,10.631011,10.631011,-0.526626,0.002154,-0.487687,-27.942,-0.122547,0.114998,-0.000000,-1.043497,-59.788,-0.255302,0.313812,-0.001098,-0.543487,-31.139,-0.133663,0.115887,-0.000002,-0.000043,-0.002,-0.000024,0.000038,-0.000000,-0.000001,-0.000,-0.000000,0.000017,0.000138
4.7100,9,10.631224,10.631224,-0.528851,0.002150,-0.488901,-28.012,-0.121397,0.114829,-0.000000,-1.046019,-59.932,-0.252164,0.306968,-0.001499,-0.544812,-31.215,-0.132504,0.115725,-0.000002,-0.000043,-0.002,-0.000023,0.000037,-0.000000,-0.000001,-0.000,-0.000000,0.000017,0.000095
4.7200,9,10.631447,10.631447,-0.531056,0.002142,-0.490104,-28.081,-0.120249,0.114592,0.000000,-1.048510,-60.075,-0.249095,0.300279,-0.001853,-0.546125,-31.291,-0.131347,0.115494,-0.000001,-0.000043,-0.002,-0.000023,0.000036,-0.000000,-0.000001,-0.000,0.000000,0.000017,0.000056
4.7300,9,10.631681,10.631681,-0.533240,0.002132,-0.491295,-28.149,-0.119103,0.114291,0.000000,-1.050971,-60.216,-0.246092,0.293736,-0.002165,-0.547427,-31.365,-0.130192,0.115198,-0.000001,-0.000044,-0.003,-0.000022,0.000035,-0.000000,-0.000001,-0.000,0.000000,0.000018,0.000024
4.7400,9,10.631925,10.631925,-0.535406,0.002119,-0.492474,-28.217,-0.117960,0.113930,-0.000000,-1.053402,-60.355,-0.243155,0.287335,-0.002444,-0.548717,-31.439,-0.129040,0.114842,-0.000000,-0.000044,-0.003,-0.000022,0.000035,-0.000000,-0.000001,-0.000,0.000000,0.000018,-0.000003
4.7500,9,10.632180,10.632181,-0.537555,0.002104,-0.493642,-28.284,-0.116820,0.113514,-0.000000,-1.055805,-60.493,-0.240281,0.281068,-0.002695,-0.549996,-31.512,-0.127892,0.114432,0.000000,-0.000044,-0.003,-0.000022,0.000034,-0.000000,-0.000001,-0.000,0.000001,0.000018,-0.000023
4.7600,9,10.632446,10.632446,-0.539686,0.002086,-0.494799,-28.350,-0.115685,0.113049,0.000000,-1.058180,-60.629,-0.237470,0.274930,-0.002925,-0.551264,-31.585,-0.126747,0.113972,0.000000,-0.000044,-0.003,-0.000021,0.000033,-0.000000,-0.000001,-0.000,0.000001,0.000018,-0.000035
4.7700,9,10.632722,10.632723,-0.541801,0.002066,-0.495945,-28.416,-0.114555,0.112537,-0.000000,-1.060527,-60.764,-0.234721,0.268912,-0.003141,-0.552520,-31.657,-0.125607,0.113468,0.000001,-0.000045,-0.003,-0.000021,0.000031,-0.000000,-0.000001,-0.000,0.000001,0.000018,-0.000040
4.7800,9,10.633009,10.633010,-0.543901,0.002042,-0.497079,-28.481,-0.113429,0.111985,-0.000000,-1.062847,-60.897,-0.232032,0.263010,-0.003350,-0.553765,-31.728,-0.124473,0.112924,0.000001,-0.000045,-0.003,-0.000021,0.000030,-0.000000,-0.000001,-0.000,0.000001,0.000018,-0.000037
4.7900,9,10.633307,10.633307,-0.545986,0.002017,-0.498202,-28.545,-0.112310,0.111396,-0.000000,-1.065141,-61.028,-0.229402,0.257218,-0.003559,-0.554998,-31.799,-0.123344,0.112344,0.000002,-0.000045,-0.003,-0.000020,0.000029,-0.000000,-0.000001,-0.000,0.000001,0.000019,-0.000025
4.8000,9,10.633615,10.633616,-0.548057,0.001988,-0.499314,-28.609,-0.111196,0.110774,0.000000,-1.067410,-61.158,-0.226830,0.251529,-0.003777,-0.556220,-31.869,-0.122220,0.111732,0.000002,-0.000045,-0.003,-0.000020,0.000028,-0.000000,-0.000001,-0.000,0.000002,0.000019,-0.000005
4.8100,9,10.633934,10.633935,-0.550115,0.001955,-0.500415,-28.672,-0.110088,0.110123,0.000000,-1.069653,-61.287,-0.224315,0.245939,-0.004012,-0.557431,-31.938,-0.121103,0.111093,0.000003,-0.000045,-0.003,-0.000020,0.000026,-0.000000,-0.000001,-0.000,0.000002,0.000019,0.000023
4.8200,9,10.634264,10.634264,-0.552161,0.001919,-0.501505,-28.734,-0.108987,0.109444,-0.000000,-1.071871,-61.414,-0.221855,0.240443,-0.004274,-0.558631,-32.007,-0.119992,0.110430,0.000003,-0.000046,-0.003,-0.000020,0.000025,-0.000000,-0.000001,-0.000,0.000002,0.000019,0.000060
4.8300,9,10.634604,10.634604,-0.554194,0.001880,-0.502584,-28.796,-0.107892,0.108741,-0.000000,-1.074066,-61.539,-0.219451,0.235037,-0.004573,-0.559820,-32.075,-0.118888,0.109745,0.000004,-0.000046,-0.003,-0.000019,0.000024,-0.000000,-0.000001,-0.000,0.000002,0.000020,0.000106
4.8400,9,10.634955,10.634955,-0.556216,0.001835,-0.503652,-28.857,-0.106805,0.108012,0.000000,-1.076237,-61.664,-0.217100,0.229719,-0.004922,-0.560998,-32.143,-0.117790,0.109043,0.000005,-0.000046,-0.003,-0.000019,0.000022,-0.000000,-0.000001,-0.000,0.000002,0.000020,0.000159
4.8500,9,10.635316,10.635317,-0.558226,0.001786,-0.504709,-28.918,-0.105725,0.107255,0.000000,-1.078385,-61.787,-0.214803,0.224489,-0.005333,-0.562165,-32.210,-0.116700,0.108324,0.000006,-0.000046,-0.003,-0.000019,0.000021,-0.000000,-0.000001,-0.000,0.000002,0.000020,0.000220
