time(s),left_wheel_vel(rad/s),right_wheel_vel(rad/s),base_vx(m/s),base_omega_z(rad/s),ankle_pos(rad),ankle_pos(deg),ankle_vel(rad/s),ankle_acc(rad/s²),ankle_torque(Nm),knee_pos(rad),knee_pos(deg),knee_vel(rad/s),knee_acc(rad/s²),knee_torque(Nm),hip_pos(rad),hip_pos(deg),hip_vel(rad/s),hip_acc(rad/s²),hip_torque(Nm),waist_roll_pos(rad),waist_roll_pos(deg),waist_roll_vel(rad/s),waist_roll_acc(rad/s²),waist_roll_torque(Nm),waist_yaw_pos(rad),waist_yaw_pos(deg),waist_yaw_vel(rad/s),waist_yaw_acc(rad/s²),waist_yaw_torque(Nm)
4.6800,10.076794,10.076794,-0.289850,-0.026986,-0.564872,-32.365,0.002712,0.002165,0.000000,-1.196308,-68.543,-0.004299,0.000762,0.001621,-0.631100,-36.159,-0.006532,0.004061,-0.000012,-0.000121,-0.007,-0.000061,0.000040,-0.000000,-0.000006,-0.000,0.000006,0.000010,0.009820
4.6900,10.081194,10.081194,-0.291265,-0.026830,-0.564844,-32.363,0.002734,0.002221,0.000000,-1.196351,-68.546,-0.004291,0.000589,0.002554,-0.631165,-36.163,-0.006491,0.004112,-0.000013,-0.000122,-0.007,-0.000061,0.000041,-0.000000,-0.000006,-0.000,0.000006,0.000010,0.009794
4.7000,10.085605,10.085605,-0.292685,-0.026667,-0.564817,-32.362,0.002756,0.002282,0.000000,-1.196394,-68.548,-0.004285,0.000411,0.003590,-0.631230,-36.167,-0.006450,0.004168,-0.000015,-0.000122,-0.007,-0.000060,0.000042,-0.000000,-0.000006,-0.000,0.000006,0.000010,0.009773
4.7100,10.090025,10.090025,-0.294109,-0.026495,-0.564789,-32.360,0.002779,0.002349,0.000000,-1.196437,-68.551,-0.004281,0.000228,0.004741,-0.631294,-36.170,-0.006408,0.004231,-0.000016,-0.000123,-0.007,-0.000060,0.000043,-0.000000,-0.000006,-0.000,0.000007,0.000010,0.009758
4.7200,10.094456,10.094456,-0.295539,-0.026314,-0.564761,-32.358,0.002802,0.002422,-0.000000,-1.196479,-68.553,-0.004279,0.000039,0.006023,-0.631357,-36.174,-0.006366,0.004299,-0.000018,-0.000123,-0.007,-0.000059,0.000043,-0.000000,-0.000005,-0.000,0.000007,0.000010,0.009751
4.7300,10.098896,10.098897,-0.296973,-0.026123,-0.564733,-32.357,0.002826,0.002502,-0.000000,-1.196522,-68.556,-0.004278,-0.000157,0.007453,-0.631421,-36.178,-0.006323,0.004373,-0.000019,-0.000124,-0.007,-0.000059,0.000044,-0.000000,-0.000005,-0.000,0.000007,0.000010,0.009751
4.7400,10.103347,10.103347,-0.298411,-0.025921,-0.564704,-32.355,0.002852,0.002587,-0.000000,-1.196565,-68.558,-0.004280,-0.000359,0.009050,-0.631483,-36.181,-0.006279,0.004453,-0.000021,-0.000125,-0.007,-0.000059,0.000045,-0.000000,-0.000005,-0.000,0.000007,0.000010,0.009758
4.7500,10.107808,10.107808,-0.299855,-0.025706,-0.564676,-32.354,0.002877,0.002680,0.000000,-1.196608,-68.561,-0.004284,-0.000567,0.010837,-0.631546,-36.185,-0.006235,0.004541,-0.000024,-0.000125,-0.007,-0.000058,0.000045,-0.000000,-0.000005,-0.000,0.000007,0.000010,0.009773
4.7600,10.112279,10.112279,-0.301303,-0.025477,-0.564647,-32.352,0.002904,0.002779,0.000000,-1.196651,-68.563,-0.004289,-0.000783,0.012841,-0.631608,-36.188,-0.006189,0.004635,-0.000026,-0.000126,-0.007,-0.000058,0.000046,-0.000000,-0.000005,-0.000,0.000007,0.000010,0.009795
4.7700,10.116760,10.116760,-0.302755,-0.025232,-0.564617,-32.350,0.002932,0.002886,0.000000,-1.196694,-68.565,-0.004297,-0.001007,0.015092,-0.631669,-36.192,-0.006143,0.004738,-0.000029,-0.000126,-0.007,-0.000057,0.000046,-0.000000,-0.000005,-0.000,0.000007,0.000009,0.009826
4.7800,10.121251,10.121251,-0.304212,-0.024968,-0.564588,-32.348,0.002961,0.003001,0.000000,-1.196737,-68.568,-0.004307,-0.001239,0.017626,-0.631730,-36.195,-0.006096,0.004848,-0.000032,-0.000127,-0.007,-0.000057,0.000046,-0.000000,-0.000005,-0.000,0.000007,0.000009,0.009863
4.7900,10.125753,10.125753,-0.305674,-0.024685,-0.564558,-32.347,0.002991,0.003124,0.000000,-1.196780,-68.570,-0.004320,-0.001479,0.020484,-0.631790,-36.199,-0.006047,0.004965,-0.000036,-0.000127,-0.007,-0.000056,0.000046,-0.000000,-0.000005,-0.000,0.000007,0.000008,0.009909
4.8000,10.130264,10.130264,-0.307140,-0.024377,-0.564527,-32.345,0.003022,0.003254,0.000000,-1.196823,-68.573,-0.004334,-0.001728,0.023714,-0.631850,-36.202,-0.005998,0.005094,-0.000040,-0.000128,-0.007,-0.000056,0.000046,-0.000000,-0.000005,-0.000,0.000007,0.000008,0.009962
4.8100,10.134786,10.134786,-0.308611,-0.024043,-0.564497,-32.343,0.003055,0.003393,-0.000000,-1.196867,-68.575,-0.004352,-0.001986,0.027373,-0.631910,-36.206,-0.005947,0.005229,-0.000044,-0.000129,-0.007,-0.000055,0.000046,-0.000000,-0.000005,-0.000,0.000007,0.000007,0.010022
4.8200,10.139317,10.139317,-0.310086,-0.023679,-0.564466,-32.342,0.003089,0.003540,-0.000000,-1.196910,-68.578,-0.004371,-0.002253,0.031524,-0.631969,-36.209,-0.005894,0.005374,-0.000050,-0.000129,-0.007,-0.000055,0.000045,-0.000000,-0.000005,-0.000,0.000008,0.000006,0.010088
4.8300,10.143859,10.143859,-0.311565,-0.023280,-0.564435,-32.340,0.003124,0.003694,0.000000,-1.196954,-68.580,-0.004394,-0.002528,0.036243,-0.632027,-36.212,-0.005841,0.005529,-0.000056,-0.000130,-0.007,-0.000054,0.000045,-0.000000,-0.000005,-0.000,0.000008,0.000005,0.010161
4.8400,10.148411,10.148411,-0.313049,-0.022840,-0.564403,-32.338,0.003161,0.003853,0.000000,-1.196999,-68.583,-0.004419,-0.002811,0.041619,-0.632085,-36.216,-0.005785,0.005693,-0.000063,-0.000130,-0.007,-0.000054,0.000044,-0.000000,-0.000005,-0.000,0.000008,0.000004,0.010239
4.8500,10.152973,10.152973,-0.314537,-0.022355,-0.564371,-32.336,0.003199,0.004014,-0.000000,-1.197043,-68.586,-0.004447,-0.003098,0.047752,-0.632142,-36.219,-0.005728,0.005865,-0.000071,-0.000131,-0.007,-0.000054,0.000043,-0.000000,-0.000005,-0.000,0.000008,0.000002,0.010323
4.8600,10.157545,10.157546,-0.316030,-0.021817,-0.564339,-32.334,0.003240,0.004169,-0.000000,-1.197088,-68.588,-0.004478,-0.003386,0.054760,-0.632199,-36.222,-0.005670,0.006043,-0.000080,-0.000131,-0.008,-0.000053,0.000041,-0.000000,-0.000004,-0.000,0.000008,0.000001,0.010412
4.8700,10.162128,10.162128,-0.317527,-0.021218,-0.564306,-32.332,0.003281,0.004306,-0.000000,-1.197133,-68.591,-0.004512,-0.003664,0.062781,-0.632255,-36.226,-0.005609,0.006225,-0.000091,-0.000132,-0.008,-0.000053,0.000040,-0.000000,-0.000004,-0.000,0.000008,-0.000001,0.010504
4.8800,10.166721,10.166721,-0.319029,-0.020549,-0.564273,-32.330,0.003324,0.004404,-0.000000,-1.197178,-68.593,-0.004549,-0.003918,0.071973,-0.632311,-36.229,-0.005547,0.006404,-0.000103,-0.000132,-0.008,-0.000052,0.000038,-0.000000,-0.000004,-0.000,0.000008,-0.000004,0.010599
4.8900,10.171323,10.171324,-0.320536,-0.019800,-0.564239,-32.329,0.003368,0.004422,0.000000,-1.197224,-68.596,-0.004588,-0.004117,0.082521,-0.632365,-36.232,-0.005483,0.006568,-0.000117,-0.000133,-0.008,-0.000052,0.000035,-0.000000,-0.000004,-0.000,0.000008,-0.000007,0.010697
4.9000,10.175936,10.175937,-0.322050,-0.018957,-0.564205,-32.327,0.003413,0.004292,0.000000,-1.197271,-68.599,-0.004629,-0.004211,0.094638,-0.632420,-36.235,-0.005417,0.006697,-0.000133,-0.000133,-0.008,-0.000052,0.000033,-0.000000,-0.000004,-0.000,0.000008,-0.000011,0.010797
4.9100,10.180559,10.180560,-0.323570,-0.018007,-0.564170,-32.325,0.003455,0.003893,-0.000000,-1.197317,-68.601,-0.004671,-0.004111,0.108572,-0.632473,-36.238,-0.005350,0.006752,-0.000152,-0.000134,-0.008,-0.000051,0.000029,-0.000000,-0.000004,-0.000,0.000008,-0.000015,0.010897
4.9200,10.185193,10.185193,-0.325100,-0.016933,-0.564135,-32.323,0.003494,0.003012,0.000000,-1.197364,-68.604,-0.004712,-0.003659,0.124611,-0.632526,-36.241,-0.005283,0.006670,-0.000174,-0.000134,-0.008,-0.000051,0.000026,-0.000000,-0.000004,-0.000,0.000007,-0.000021,0.010998
4.9300,10.189836,10.189836,-0.326645,-0.015716,-0.564100,-32.321,0.003525,0.001278,-0.000000,-1.197412,-68.607,-0.004749,-0.002579,0.143086,-0.632578,-36.244,-0.005216,0.006335,-0.000198,-0.000135,-0.008,-0.000051,0.000021,-0.000000,-0.000004,-0.000,0.000007,-0.000029,0.011098
4.9400,10.194490,10.194490,-0.328212,-0.014334,-0.564065,-32.319,0.003537,-0.001959,-0.000000,-1.197460,-68.609,-0.004775,-0.000391,0.164380,-0.632630,-36.247,-0.005153,0.005546,-0.000227,-0.000135,-0.008,-0.000051,0.000017,-0.000000,-0.000004,-0.000,0.000007,-0.000039,0.011197
4.9500,10.199154,10.199154,-0.329814,-0.012760,-0.564030,-32.317,0.003518,-0.007834,0.000000,-1.197507,-68.612,-0.004779,0.003750,0.188937,-0.632681,-36.250,-0.005097,0.003952,-0.000260,-0.000136,-0.008,-0.000050,0.000012,-0.000000,-0.000004,-0.000,0.000006,-0.000054,0.011294
4.9600,10.203828,10.203828,-0.331476,-0.010965,-0.563995,-32.315,0.003439,-0.018331,0.000000,-1.197555,-68.615,-0.004741,0.011319,0.217267,-0.632731,-36.253,-0.005058,0.000937,-0.000299,-0.000136,-0.008,-0.000050,0.000007,-0.000000,-0.000004,-0.000,0.000006,-0.000075,0.011388
4.9700,10.208512,10.208512,-0.333240,-0.008915,-0.563963,-32.313,0.003256,-0.036865,0.000000,-1.197601,-68.617,-0.004628,0.024969,0.249957,-0.632782,-36.256,-0.005048,-0.004573,-0.000343,-0.000137,-0.008,-0.000050,0.000008,-0.000000,-0.000004,-0.000,0.000005,-0.000109,0.011479
4.9800,10.213207,10.213207,-0.335179,-0.006570,-0.563934,-32.311,0.002887,-0.067918,-0.000000,-1.197645,-68.620,-0.004378,0.052284,0.287681,-0.632833,-36.259,-0.005094,-0.012178,-0.000395,-0.000137,-0.008,-0.000050,0.000199,-0.000000,-0.000004,-0.000,0.000004,-0.000172,0.011769
4.9900,10.217998,10.217998,-0.337421,-0.003884,-0.563912,-32.310,0.002208,-0.140086,0.000000,-1.197683,-68.622,-0.003856,0.310376,0.331547,-0.632885,-36.262,-0.005216,0.540712,-0.000430,-0.000138,-0.008,-0.000048,0.004489,-0.000000,-0.000004,-0.000,0.000002,0.000352,1.113003
5.0000,10.690461,10.690461,-0.340308,-0.000783,-0.563904,-32.309,0.000807,-0.140086,0.000000,-1.197691,-68.623,-0.000752,0.310376,0.000000,-0.632883,-36.262,0.000191,0.540712,0.000000,-0.000138,-0.008,-0.000003,0.004489,0.000000,-0.000004,-0.000,0.000006,0.000352,0.000000
